FID,wkb_geometry,id,parkomat_id,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato
parkomat.1196,POINT (12.588735652746315 55.70064009243605),1366,2479,5648,BLÅ,RA,PRÆSTØGADE,13,,2000173,2010-03-01,
parkomat.1197,POINT (12.587620238579776 55.70094399867077),1367,2480,5160,BLÅ,RA,NÆSTVEDGADE,20,,2000173,2010-03-01,
parkomat.1198,POINT (12.588710106033002 55.70119301857869),1368,2481,5160,BLÅ,RA,NÆSTVEDGADE,28,,2000173,2010-03-01,
parkomat.1199,POINT (12.587113331306051 55.700919178915505),1369,2482,5160,BLÅ,RA,NÆSTVEDGADE,42,,2000173,2010-03-01,
parkomat.1200,POINT (12.586214740516843 55.70052408032636),1370,2483,5160,BLÅ,RA,NÆSTVEDGADE,6B,,2000173,2010-03-01,
parkomat.1201,POINT (12.584681033892455 55.7005760703215),1371,2484,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,48,,2000173,2010-03-01,
parkomat.1202,POINT (12.582368370413258 55.70031613586297),1372,2485,5956,BLÅ,RA,ROSENVÆNGETS SIDEALLÉ,7,,2000173,2010-03-01,
parkomat.1203,POINT (12.580667221072943 55.69998548675175),1373,2486,1704,BLÅ,RA,FAKSEGADE,7,,2000173,2010-03-01,
parkomat.1204,POINT (12.57892525818603 55.69972990077918),1374,2487,5228,BLÅ,RA,ODENSEGADE,5,,2000173,2010-03-01,
parkomat.1205,POINT (12.580099614272122 55.70003231810365),1375,2488,5228,BLÅ,RA,ODENSEGADE,15,,2000173,2010-03-01,
parkomat.1206,POINT (12.581267763490265 55.700335231664184),1376,2489,5228,BLÅ,RA,ODENSEGADE,21A,,2000173,2010-03-01,
parkomat.1207,POINT (12.583627465370245 55.70081365594175),1377,2490,5952,BLÅ,RA,ROSENVÆNGETS HOVEDVEJ,6,,2000173,2010-03-01,
parkomat.1208,POINT (12.585958507813258 55.701386584883416),1378,2491,5952,BLÅ,RA,ROSENVÆNGETS HOVEDVEJ,28,,2000173,2010-03-01,
parkomat.1209,POINT (12.58716652771331 55.70168836430002),1379,2492,5952,BLÅ,RA,ROSENVÆNGETS HOVEDVEJ,46,,2000173,2010-03-01,
parkomat.1210,POINT (12.578616266642205 55.7000907483334),1380,2493,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,8,,2000173,2010-03-01,
parkomat.1211,POINT (12.57844111444718 55.7001840223967),1381,2494,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,7,,2000173,2010-03-01,
parkomat.1212,POINT (12.57947721178591 55.70074149037742),1382,2495,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,17,,2000173,2010-03-01,
parkomat.1213,POINT (12.579716624286329 55.70065450757313),1383,2496,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,18B,Husmur,2000173,2010-03-01,
parkomat.1214,POINT (12.580450167647705 55.70051001137086),1384,2497,1704,BLÅ,RA,FAKSEGADE,18,,2000173,2010-03-01,
parkomat.1215,POINT (12.580743518188006 55.70120512173173),1385,2498,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,26,,2000173,2010-03-01,
parkomat.1216,POINT (12.580807861654911 55.70141853535471),1386,2499,8302,BLÅ,ÅP,VICTOR BORGES PLADS,1,,2000173,2010-03-01,
parkomat.1217,POINT (12.58167880246048 55.70119819384744),1387,2500,5508,BLÅ,ÅP,PETERBORGSVEJ,3,,2000173,2010-03-01,
parkomat.1218,POINT (12.582742203880917 55.70233191400099),1388,2501,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,47,Husmur,2000173,2010-03-01,
parkomat.1219,POINT (12.583132228605589 55.702310333922966),1389,2502,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,56,,2000173,2010-03-01,
parkomat.1220,POINT (12.584953057293005 55.70306416249158),1390,2503,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,85,,2000173,2010-03-01,
parkomat.1221,POINT (12.585332326055115 55.70303097070146),1391,2504,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,70,,2000173,2010-03-01,
parkomat.1222,POINT (12.586760345701835 55.70322896522202),1392,2505,5044,BLÅ,RA,NORDRE FRIHAVNSGADE,84,,2000173,2010-03-01,
parkomat.1223,POINT (12.586875241781824 55.70340623723102),1393,2506,5044,BLÅ,ÅP,NORDRE FRIHAVNSGADE,77,,2000173,2010-03-01,
parkomat.1224,POINT (12.582482905868792 55.70176312425845),1394,2507,1336,BLÅ,ÅP,A.L. DREWSENS VEJ,-,,2000173,2010-03-01,
parkomat.1225,POINT (12.584848738711539 55.70187338557452),1395,2508,3948,BLÅ,RA,A.F. KRIEGERS VEJ,3,,2000173,2010-03-01,
parkomat.1226,POINT (12.58431517285599 55.70268690952384),1396,2509,3948,BLÅ,ÅP,A.F. KRIEGERS VEJ,7,,2000173,2010-03-01,
parkomat.1227,POINT (12.58653658329934 55.703818520916144),1397,2510,4668,BLÅ,ÅP,MARSTALSGADE,19,,2000173,2010-03-01,
parkomat.1228,POINT (12.585193965246106 55.70358503246366),1398,2511,4668,BLÅ,ÅP,MARSTALSGADE,8,,2000173,2010-03-01,
parkomat.1229,POINT (12.584145718199867 55.7032443255445),1399,2512,2960,BLÅ,ÅP,HOBROGADE,6,,2000173,2010-03-01,
parkomat.1230,POINT (12.583051751450578 55.70302346550346),1400,2513,2292,BLÅ,ÅP,GRENÅGADE,5,,2000173,2010-03-01,
parkomat.1231,POINT (12.581780114870153 55.70245832786878),1401,2514,5716,BLÅ,ÅP,RANDERSGADE,6,,2000173,2010-03-01,
parkomat.1232,POINT (12.587128397632226 55.704322060568884),1402,2515,2092,BLÅ,ÅP,GAMMEL KALKBRÆNDERI VEJ,35,,2000173,2010-03-01,
parkomat.1233,POINT (12.58503830805163 55.70410630086665),1403,2516,2092,BLÅ,ÅP,GAMMEL KALKBRÆNDERI VEJ,17,,2000173,2010-03-01,
parkomat.1234,POINT (12.583783891216678 55.70384281796922),1404,2517,2092,BLÅ,ÅP,GAMMEL KALKBRÆNDERI VEJ,12,,2000173,2010-03-01,
parkomat.1235,POINT (12.582886460109703 55.70374999667353),1405,2518,2092,BLÅ,ÅP,GAMMEL KALKBRÆNDERI VEJ,8,,2000173,2010-03-01,
parkomat.1236,POINT (12.581384170740204 55.70375784797334),1406,2519,5716,BLÅ,ÅP,RANDERSGADE,16,,2000173,2010-03-01,
parkomat.1237,POINT (12.578306212885487 55.70166432778562),1407,2520,5248,BLÅ,ÅP,J.E. OHLSENS GADE,3,,2000173,2010-03-01,
parkomat.1238,POINT (12.579279540089559 55.70151813085212),1408,2521,5248,BLÅ,ÅP,J.E. OHLSENS GADE,10,,2000173,2010-03-01,
parkomat.1239,POINT (12.580261786081401 55.701666395994074),1409,2522,5832,BLÅ,ÅP,RIBEGADE,1,,2000173,2010-03-01,
parkomat.1240,POINT (12.578205688872098 55.70203409380874),1410,2523,1068,BLÅ,ÅP,CARL JOHANS GADE,4,,2000173,2010-03-01,
parkomat.1241,POINT (12.579645001411897 55.70222770742451),1411,2524,1068,BLÅ,ÅP,CARL JOHANS GADE,11,,2000173,2010-03-01,
parkomat.1242,POINT (12.580850347995286 55.702277794433876),1412,2525,6252,BLÅ,ÅP,SANKT JAKOBS GADE,18,,2000173,2010-03-01,
parkomat.1243,POINT (12.580202365927383 55.70259129199797),1413,2526,6252,BLÅ,ÅP,SANKT JAKOBS GADE,11,,2000173,2010-03-01,
parkomat.1244,POINT (12.57924132938403 55.70270558036569),1414,2527,2440,BLÅ,ÅP,GUSTAV ADOLFS GADE,5,Eksisterende fortovsø,2000173,2010-03-01,
parkomat.1245,POINT (12.578605135815025 55.70313470698762),1415,2528,6256,BLÅ,ÅP,SANKT JAKOBS PLADS,6,,2000173,2010-03-01,
parkomat.1246,POINT (12.578914885720053 55.70352311503169),1416,2529,5984,BLÅ,ÅP,ROTHESGADE,7,,2000173,2010-03-01,
parkomat.1247,POINT (12.579993993108047 55.703609809878216),1417,2530,5984,BLÅ,ÅP,ROTHESGADE,15,,2000173,2010-03-01,
parkomat.1248,POINT (12.578476585563648 55.70451383888991),1418,2531,5172,BLÅ,ÅP,NØJSOMHEDSVEJ,4,,2000173,2010-03-01,
parkomat.1249,POINT (12.579544208274633 55.70472786336384),1419,2532,5172,BLÅ,ÅP,NØJSOMHEDSVEJ,13,,2000173,2010-03-01,
parkomat.1250,POINT (12.578497520287257 55.705042056548436),1420,2533,8292,BLÅ,ÅP,VIBORGGADE,6,Inventarzone,2000173,2010-03-01,
parkomat.1251,POINT (12.580009460110999 55.7053038962597),1421,2534,8292,BLÅ,ÅP,VIBORGGADE,19,,2000173,2010-03-01,
parkomat.1252,POINT (12.57963361686067 55.705592433038674),1422,2535,8688,BLÅ,ÅP,ÅLBORGADE,24,Husmur,2000173,2010-03-01,
parkomat.1253,POINT (12.578707167960735 55.70560549309209),1423,2536,8688,BLÅ,ÅP,ÅLBORGADE,9,,2000173,2010-03-01,
parkomat.1254,POINT (12.586530161141457 55.698579768936504),1325,2441,8356,BLÅ,RA,WILLEMOESGADE,58B,,2000173,2010-03-01,
parkomat.1255,POINT (12.588061278239891 55.69893391608067),1326,2442,8356,BLÅ,RA,WILLEMOESGADE,86,,2000173,2010-03-01,
parkomat.1256,POINT (12.587578418456431 55.69856801412838),1327,2443,0044,BLÅ,RA,AGGERSBORGGADE,6,,2000173,2010-03-01,
parkomat.1257,POINT (12.58715039049173 55.699153201633194),1328,2444,0044,BLÅ,RA,AGGERSBORGGADE,8,,2000173,2010-03-01,
parkomat.1258,POINT (12.5862567940759 55.69930343243342),1329,2445,3008,BLÅ,RA,HOLSTEINSGADE,42,,2000173,2010-03-01,
parkomat.1259,POINT (12.584683492302034 55.69891994713354),1330,2446,3008,BLÅ,RA,HOLSTEINSGADE,30,,2000173,2010-03-01,
parkomat.1260,POINT (12.585561282282766 55.69877388611822),1331,2447,3008,BLÅ,RA,HOLSTEINSGADE,34,,2000173,2010-03-01,
parkomat.1261,POINT (12.58368458072112 55.698694431690015),1332,2448,3008,BLÅ,RA,HOLSTEINSGADE,24,,2000173,2010-03-01,
parkomat.1262,POINT (12.583134991790379 55.6984406781568),1333,2449,3008,BLÅ,RA,HOLSTEINSGADE,16,,2000173,2010-03-01,
parkomat.1263,POINT (12.58184470946497 55.698588530512225),1334,2450,3008,BLÅ,RA,RINGSTEDGADE,2,,2000173,2010-03-01,
parkomat.1264,POINT (12.580438349761279 55.69841698721874),1335,2451,6564,BLÅ,RA,SLAGELSEGADE,16,,2000173,2010-03-01,
parkomat.1265,POINT (12.580942297791315 55.69876252408919),1336,2452,6744,BLÅ,RA,SORØGADE,1,,2000173,2010-03-01,
parkomat.1266,POINT (12.579518692428934 55.69835510555879),1337,2453,6564,BLÅ,RA,SLAGELSEGADE,3,,2000173,2010-03-01,
parkomat.1267,POINT (12.580072753423552 55.697818493803666),1338,2454,8580,BLÅ,RA,ØSTERBROGADE,56D,Husmur,2000173,2010-03-01,
parkomat.1268,POINT (12.578986226249203 55.69883929580931),1339,2455,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,1,,2000173,2010-03-01,
parkomat.1269,POINT (12.579880130765343 55.698929331766855),1340,2456,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,8,,2000173,2010-03-01,
parkomat.1270,POINT (12.581108553661055 55.69928467401837),1341,2458,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,19,,2000173,2010-03-01,
parkomat.1271,POINT (12.583066716481735 55.699686706255406),1342,2459,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,33,,2000173,2010-03-01,
parkomat.1272,POINT (12.584197095451872 55.69985725919382),1343,2460,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,38,,2000173,2010-03-01,
parkomat.1273,POINT (12.585463495914135 55.70010864007203),1344,2461,4364,BLÅ,RA,LIVJÆGERGADE,44,,2000173,2010-03-01,
parkomat.1274,POINT (12.591591546456748 55.698355570768385),1345,2586,8572,BLÅ,RA,ØSTBANEGADE,43,,2000182,2010-03-01,
parkomat.1275,POINT (12.59166601044591 55.69736302232866),1346,2587,8572,BLÅ,RA,ØSTBANEGADE,33,,2000182,2010-03-01,
parkomat.1276,POINT (12.591385562674043 55.69653032893414),1347,2588,8572,BLÅ,RA,ØSTBANEGADE,27,,2000182,2010-03-01,
parkomat.1277,POINT (12.590931230681509 55.69700358918598),1348,2462,6988,BLÅ,RA,STRANDBOULEVARDEN,27,,2000182,2010-03-01,
parkomat.1278,POINT (12.590469283175818 55.69730210411986),1349,2463,6988,BLÅ,RA,STRANDBOULEVARDEN,3,,2000182,2010-03-01,
parkomat.1279,POINT (12.590736425528974 55.69781579488035),1350,2464,6988,BLÅ,RA,STRANDBOULEVARDEN,12,,2000182,2010-03-01,
parkomat.1280,POINT (12.590870370182227 55.69850660579323),1351,2465,6988,BLÅ,RA,STRANDBOULEVARDEN,18,,2000182,2010-03-01,
parkomat.1281,POINT (12.590320883007248 55.698200743768005),1352,2466,6988,BLÅ,RA,STRANDBOULEVARDEN,7,Husmur,2000182,2010-03-01,
parkomat.1282,POINT (12.58925418098894 55.69735651239305),1353,2467,0204,BLÅ,RA,ARENDALSGADE,5,,2000182,2010-03-01,
parkomat.1283,POINT (12.587897343874275 55.69716697756607),1354,2468,4364,BLÅ,RA,LIVJÆGERGADE,14,,2000182,2010-03-01,
parkomat.1284,POINT (12.586632346774001 55.69700896443276),1355,2469,5008,BLÅ,RA,NORDBORGGADE,8,,2000182,2010-03-01,
parkomat.1285,POINT (12.584632792844143 55.69699974313678),1356,2470,7284,BLÅ,RA,SØNDERBORGGADE,1,,2000182,2010-03-01,
parkomat.1286,POINT (12.583670998605674 55.69666974972222),1357,2471,3596,BLÅ,RA,KASTELSVEJ,8,Husmur,2000182,2010-03-01,
parkomat.1287,POINT (12.584412079585885 55.6967506375987),1358,2472,3596,BLÅ,RA,KASTELSVEJ,5,,2000182,2010-03-01,
parkomat.1288,POINT (12.594950611519481 55.66376916539948),1156,8123,2980,BLÅ,SN,HOLLÆNDERDYBET,35,,2000151,2010-03-01,
parkomat.1289,POINT (12.596016645798993 55.664092047275176),1157,8124,2980,BLÅ,SN,HOLLÆNDERDYBET,26,,2000151,2010-03-01,
parkomat.1290,POINT (12.596822134457891 55.66429051766878),1158,8125,2980,BLÅ,SN,HOLLÆNDERDYBET,22,,2000151,2010-03-01,
parkomat.1291,POINT (12.597756089951453 55.664419953128665),1159,8126,2980,BLÅ,SN,HOLLÆNDERDYBET,25,,2000151,2010-03-01,
parkomat.1292,POINT (12.599047493573755 55.66473147633016),1160,8127,2980,BLÅ,SN,HOLLÆNDERDYBET,3,,2000151,2010-03-01,
parkomat.1293,POINT (12.601217392014654 55.66491133767783),1161,8128,5588,BLÅ,SN,PRAGS BOULEVARD,1,,2000151,2010-03-01,
parkomat.1294,POINT (12.602821442285867 55.66526198848693),1162,8129,5588,BLÅ,SN,PRAGS BOULEVARD,1,,2000151,2010-03-01,
parkomat.1295,POINT (12.60715399440454 55.66639253938838),1163,8130,5588,BLÅ,SN,PRAGS BOULEVARD,37,,2000151,2010-03-01,
parkomat.1296,POINT (12.609031651131799 55.666797341327076),1164,8131,5588,BLÅ,SN,PRAGS BOULEVARD,41,,2000151,2010-03-01,
parkomat.1297,POINT (12.610437356955554 55.66710025846024),1165,8132,5588,BLÅ,SN,PRAGS BOULEVARD,,,2000151,2010-03-01,
parkomat.1298,POINT (12.595409779463568 55.66314729476031),1166,8133,5064,BLÅ,SN,NORGESGADE,58,,2000171,2010-03-01,
parkomat.1299,POINT (12.596591712931213 55.66326093404284),1167,8134,5064,BLÅ,SN,NORGESGADE,29,,2000171,2010-03-01,
parkomat.1300,POINT (12.597345783814575 55.663599136833945),1168,8135,5064,BLÅ,SN,NORGESGADE,24,,2000171,2010-03-01,
parkomat.1301,POINT (12.598370956086406 55.66380786852901),1169,8136,5064,BLÅ,SN,NORGESGADE,10,,2000171,2010-03-01,
parkomat.1302,POINT (12.599808499912912 55.66407333855863),1170,8137,5064,BLÅ,SN,NORGESGADE,3,,2000171,2010-03-01,
parkomat.1303,POINT (12.600156309021934 55.66373887021763),1171,8138,2536,BLÅ,SN,HALLANDSGADE,6,Husmur,2000151,2010-03-01,
parkomat.1304,POINT (12.599227740410045 55.663435434029395),1172,8139,2536,BLÅ,SN,HALLANDSGADE,10,,2000171,2010-03-01,
parkomat.1305,POINT (12.597751459069192 55.66308902056196),1173,8140,7188,BLÅ,SN,SVERRIGSGADE,24,,2000171,2010-03-01,
parkomat.1306,POINT (12.599624468091394 55.66292749570864),1174,8141,7188,BLÅ,SN,SVERRIGSGADE,11,,2000171,2010-03-01,
parkomat.1307,POINT (12.601229407444904 55.66339067798366),1175,8142,7188,BLÅ,SN,SVERRIGSGADE,1A,,2000171,2010-03-01,
parkomat.1308,POINT (12.600805137011086 55.66257586849205),1176,8143,0844,BLÅ,SN,BRIGADEVEJ,7,,2000171,2010-03-01,
parkomat.1309,POINT (12.59906388937633 55.66209763537485),1177,8144,0844,BLÅ,SN,BRIGADEVEJ,-,,2000171,2010-03-01,
parkomat.1310,POINT (12.59823367568849 55.66186298315967),1178,8145,0844,BLÅ,SN,BRIGADEVEJ,3A,,2000155,2010-03-01,
parkomat.1311,POINT (12.59798245590007 55.66235316770924),1179,8146,1772,BLÅ,SN,FINLANDSGADE,-,Ny fortovsø,2000155,2010-03-01,
parkomat.1312,POINT (12.598971184392676 55.66139649121876),1180,8148,0980,BLÅ,SN,BYGLANDSGADE,-,,2000155,2010-03-01,
parkomat.1313,POINT (12.599671262251976 55.66089827038323),1181,8149,3904,BLÅ,SN,KORNBLOMSTVEJ,5,,2000155,2010-03-01,
parkomat.1314,POINT (12.600296562946632 55.66126209746403),1182,8150,4228,BLÅ,SN,LERFOSGADE,40,,2000171,2010-03-01,
parkomat.1315,POINT (12.60132306186831 55.661745914163774),1183,8151,8568,BLÅ,SN,ØSELSGADE,10,,2000171,2010-03-01,
parkomat.1316,POINT (12.60117750579475 55.662011672971964),1184,8152,6148,BLÅ,SN,RÅSØGADE,6,,2000171,2010-03-01,
parkomat.1317,POINT (12.60199171462269 55.66243357540536),1185,8153,1416,BLÅ,SN,EBERTSGADE,2,Husmur,2000171,2010-03-01,
parkomat.1318,POINT (12.602238639215182 55.661814425351054),1186,8154,8540,BLÅ,SN,ØLANDSGADE,,,2000171,2010-03-01,
parkomat.1319,POINT (12.60317123748655 55.66123417490019),1187,8155,1212,BLÅ,SN,DAGØGADE,1,,2000171,2010-03-01,
parkomat.1320,POINT (12.60360093046128 55.66110063098007),1188,8156,4252,BLÅ,SN,LIFLANDSGADE,2,,2000171,2010-03-01,
parkomat.1321,POINT (12.602111550719608 55.66099622351196),1189,8157,6148,BLÅ,SN,RØSÅGADE,54,,2000171,2010-03-01,
parkomat.1322,POINT (12.602520072299384 55.660441618652825),1190,8158,7384,BLÅ,SN,TELEMARKSGADE,37,,2000171,2010-03-01,
parkomat.1323,POINT (12.601474966982188 55.65983822574707),1191,8159,7384,BLÅ,SN,TELEMARKSGADE,10,,2000171,2010-03-01,
parkomat.1324,POINT (12.603766575170182 55.66037857221075),1192,8160,4028,BLÅ,SN,KURLANDSGADE,2,,2000171,2010-03-01,
parkomat.1325,POINT (12.602924013239694 55.65938634997559),1193,8161,4028,BLÅ,SN,KURLANDSGADE,21,Husmur,2000171,2010-03-01,
parkomat.1326,POINT (12.602336525561618 55.65903800538211),1194,8162,4028,BLÅ,SN,KURLANDSGADE,30,,2000171,2010-03-01,
parkomat.1327,POINT (12.60129528245279 55.65906284987368),1195,8163,1316,BLÅ,SN,DOVREGADE,2,,2000171,2010-03-01,
parkomat.1328,POINT (12.603456737309685 55.658624294783515),1196,8166,7472,BLÅ,SN,TINGVEJ,93,,2000171,2010-03-01,
parkomat.1329,POINT (12.603981963363198 55.65921160979194),1197,8167,7472,BLÅ,SN,TINGVEJ,17,,2000171,2010-03-01,
parkomat.1330,POINT (12.604118286170092 55.65808444073395),1198,8168,6504,BLÅ,SN,SKOTLANDS PLADS,1,,2000171,2010-03-01,
parkomat.1331,POINT (12.605106556969366 55.6587060265814),1199,8169,6504,BLÅ,SN,SKOTLANDS PLADS,15,,2000171,2010-03-01,
parkomat.1332,POINT (12.605659242962238 55.65846537146111),1200,8170,6504,BLÅ,SN,SKOTLANDS PLADS,,,2000171,2010-03-01,
parkomat.1333,POINT (12.605111913921661 55.65784640290345),1201,8171,6504,BLÅ,SN,SKOTLANDS PLADS,6,,2000171,2010-03-01,
parkomat.1334,POINT (12.612823085405251 55.66096246421756),1202,8179,4800,BLÅ,SN,MOLDAUGADE,9,,2000172,2010-03-01,
parkomat.1335,POINT (12.612135381509617 55.66071217875152),1203,8180,6088,BLÅ,SN,RØDEGÅRD,19,,2000172,2010-03-01,
parkomat.1336,POINT (12.611816961640692 55.661468433233686),1204,8181,6088,BLÅ,SN,RØDEGÅRD,7,,2000172,2010-03-01,
parkomat.1337,POINT (12.610670099281412 55.66155359052964),1205,8182,6088,BLÅ,SN,RØDEGÅRD,2A,,2000172,2010-03-01,
parkomat.1338,POINT (12.611145107475382 55.66074034408418),1206,8183,6088,BLÅ,SN,RØDEGÅRD,12,,2000172,2010-03-01,
parkomat.1339,POINT (12.609208150116027 55.659665227235955),1207,8184,7748,BLÅ,SN,TYROLSGADE,17,,2000172,2010-03-01,
parkomat.1340,POINT (12.608759777769853 55.65944640885797),1208,8185,6188,BLÅ,SN,SALTHOLMSVEJ,6,,2000172,2010-03-01,
parkomat.1341,POINT (12.608033682837684 55.658979125494255),1209,8186,7748,BLÅ,SN,TYROLSGADE,4,,2000172,2010-03-01,
parkomat.1342,POINT (12.60726404663634 55.6597041598522),1210,8187,4492,BLÅ,SN,LYONGADE,7,,2000172,2010-03-01,
parkomat.1343,POINT (12.607408266858416 55.659950486641705),1211,8188,5072,BLÅ,SN,NORMANDIGADE,,,2000172,2010-03-01,
parkomat.1344,POINT (12.607964010690134 55.659952612677486),1212,8189,5576,BLÅ,SN,PORTUGALSGADE,18,,2000172,2010-03-01,
parkomat.1345,POINT (12.607379008615554 55.66046824785136),1213,8190,5576,BLÅ,SN,PORTUGALSGADE,12,,2000172,2010-03-01,
parkomat.1346,POINT (12.607773623884661 55.66122830267945),1214,8191,6760,BLÅ,SN,SPANIENSGADE,1,,2000172,2010-03-01,
parkomat.1347,POINT (12.608320295171772 55.66065459461923),1215,8192,6760,BLÅ,SN,SPANIENSGADE,18,,2000172,2010-03-01,
parkomat.1348,POINT (12.609192163137212 55.66029660410012),1216,8193,6760,BLÅ,SN,SPANIENSGADE,21,,2000172,2010-03-01,
parkomat.1349,POINT (12.610299663264597 55.66145254853103),1217,8194,4492,BLÅ,SN,LYONGADE,44,,2000172,2010-03-01,
parkomat.1350,POINT (12.603167223597078 55.66250336999539),1218,8195,3324,BLÅ,SN,JACOB HOLMS GADE,1,Husmur,2000172,2010-03-01,
parkomat.1351,POINT (12.604134885987373 55.6622221951506),1219,8196,5756,BLÅ,SN,REBERBANEGADE,16,Husmur,2000172,2010-03-01,
parkomat.1352,POINT (12.605453059819618 55.66195569700151),1220,8197,5756,BLÅ,SN,REBERBANEGADE,29,,2000172,2010-03-01,
parkomat.1353,POINT (12.606505191624207 55.66170666208022),1221,8198,5756,BLÅ,SN,REBERBANEGADE,49,,2000172,2010-03-01,
parkomat.1354,POINT (12.60386762605369 55.66195814730149),1222,8199,0920,BLÅ,SN,BRYSSELGADE,2,,2000172,2010-03-01,
parkomat.1355,POINT (12.605660134550684 55.6625938258049),1223,8200,0920,BLÅ,SN,BRYSSELGADE,,,2000172,2010-03-01,
parkomat.1356,POINT (12.604657821295683 55.661561427938196),1224,8201,0440,BLÅ,SN,BELGIENSGADE,6,,2000172,2010-03-01,
parkomat.1357,POINT (12.605318659087953 55.66133907760503),1225,8202,5284,BLÅ,SN,OLIEBLADSGADE,7,,2000172,2010-03-01,
parkomat.1358,POINT (12.605692087733754 55.66075995741266),1226,8203,1896,BLÅ,SN,FRANKRIGSGADE,,,2000172,2010-03-01,
parkomat.1359,POINT (12.606872506761894 55.66129696138749),1227,8204,1896,BLÅ,SN,FRANKRIGSGADE,7,,2000172,2010-03-01,
parkomat.1360,POINT (12.608152351125002 55.66199130628576),1228,8205,1896,BLÅ,SN,FRANKRIGSGADE,21,Husmur,2000172,2010-03-01,
parkomat.1361,POINT (12.610323268048184 55.66306094511253),1229,8206,4456,BLÅ,SN,LYBÆKGADE,31,,2000172,2010-03-01,
parkomat.1362,POINT (12.607205905169208 55.66215177217926),1230,8208,8644,BLÅ,SN,ÅLANDSGADE,49,Ny fortovsø,2000172,2010-03-01,
parkomat.1363,POINT (12.607249347946288 55.66255603034074),1231,8209,1900,BLÅ,SN,FRANKRIGSHUSENE,11,,2000172,2010-03-01,
parkomat.1364,POINT (12.608655287172452 55.66235084600387),1232,8210,1900,BLÅ,SN,FRANKRIGSHUSENE,1,,2000172,2010-03-01,
parkomat.1365,POINT (12.610277234983833 55.66204102557327),1233,8211,8404,BLÅ,SN,WITTENBERGGADE,45,,2000172,2010-03-01,
parkomat.1366,POINT (12.61027957054757 55.6622517938961),1234,8212,8404,BLÅ,SN,WITTENBERGGADE,,,2000172,2010-03-01,
parkomat.1367,POINT (12.611799825239766 55.66176412828434),1235,8213,8404,BLÅ,SN,WITTENBERGGADE,41,,2000172,2010-03-01,
parkomat.1368,POINT (12.611869807586611 55.661965940876655),1236,8214,8404,BLÅ,SN,WITTENBERGGADE,20,,2000172,2010-03-01,
parkomat.1369,POINT (12.610428700040819 55.66250090342285),1237,8218,1896,BLÅ,SN,FRANKRIGSGADE,-,,2000172,2010-03-01,
parkomat.1370,POINT (12.60954563327309 55.66360300593079),1238,8222,4456,BLÅ,SN,LYBÆKGADE,-,,2000172,2010-03-01,
parkomat.1371,POINT (12.609016628146225 55.66448240852963),1239,8223,4456,BLÅ,SN,LYBÆKGADE,15,,2000172,2010-03-01,
parkomat.1372,POINT (12.608517445853618 55.66530901743965),1240,8224,4456,BLÅ,SN,LYBÆKGADE,1,,2000172,2010-03-01,
parkomat.1373,POINT (12.607688909945024 55.66491889709738),1241,8225,8448,BLÅ,SN,WOLTERSGADE,5,,2000172,2010-03-01,
parkomat.1374,POINT (12.607930752782922 55.66422097222342),1242,8226,1032,BLÅ,SN,BØHMENSGADE,12,,2000172,2010-03-01,
parkomat.1375,POINT (12.606921877063206 55.6641508522941),1243,8227,1032,BLÅ,SN,POMMERENSGADE,12C,,2000172,2010-03-01,
parkomat.1376,POINT (12.60663315737329 55.664618716725265),1244,8228,5556,BLÅ,SN,POMMERENSGADE,6,Husmur,2000172,2010-03-01,
parkomat.1377,POINT (12.60622542726429 55.66402995260326),1245,8229,2152,BLÅ,SN,GEISLERSGADE,15,,2000172,2010-03-01,
parkomat.1378,POINT (12.605685203606848 55.66466228498785),1246,8230,2152,BLÅ,SN,GEISLERSGADE,3,,2000172,2010-03-01,
parkomat.1379,POINT (12.604624147516901 55.6641903566011),1247,8231,8664,BLÅ,SN,ÅLANDSGADE,8,,2000172,2010-03-01,
parkomat.1380,POINT (12.603739779073132 55.664339634873386),1248,8232,2580,BLÅ,SN,HANNOVERGADE,1,,2000172,2010-03-01,
parkomat.1381,POINT (12.602984859092905 55.6640042446331),1249,8233,5024,BLÅ,SN,NORDLANDSGADE,9A,,2000172,2010-03-01,
parkomat.1382,POINT (12.60233140352824 55.66375885244975),1250,8234,6560,BLÅ,SN,SKÅNEGADE,11,Husmur,2000172,2010-03-01,
parkomat.1383,POINT (12.601948708016973 55.66347993535355),1251,8235,0604,BLÅ,SN,BLEKINGEGADE,3,,2000172,2010-03-01,
